loan_id,age,salary,district,amount,payments,duration,rating
2525,35,8390,Jicin,30000,833,36,A
1727,42,10673,Ostrava - mesto,30000,1250,24,A
5417,58,8369,Nachod,30000,625,48,C
1297,21,9893,Frydek - Mistek,30000,500,60,A
4094,61,9104,Tabor,30000,2500,12,B
5702,49,8899,Nymburk,30000,1250,24,A
3786,42,12541,Praha,30000,1250,24,A
4234,27,8968,Pisek,30000,625,48,C
1607,52,10673,Ostrava - mesto,30000,1250,24,C
1954,20,8507,Benesov,30000,500,60,C
643,58,8369,Nachod,30000,625,48,C
1603,27,8909,Vsetin,30000,2500,12,C
870,61,8843,Rokycany,30000,500,60,D
2069,35,9897,Brno,30000,500,60,C
3761,43,8720,Hodonin,30000,625,48,A
690,33,8254,Chrudim,30000,833,36,D
5706,22,9060,Rychnov nad Kneznou,30000,500,60,C
3071,32,12541,Praha,30000,1250,24,A
1694,57,8598,Rakovnik,30000,2500,12,A
1632,20,9753,Kladno,30000,500,60,C
2833,45,10787,Plzen,30000,625,48,C
3243,21,12541,Praha,30000,625,48,C
2472,61,9624,Zlin,30000,1250,24,A
5773,47,9897,Brno,30000,500,60,C
2425,25,8187,Svitavy,30000,833,36,C
3927,43,12541,Praha,30000,1250,24,C
2367,47,9538,Pardubice,30000,833,36,C
506,52,9893,Frydek - Mistek,30000,1250,24,A
5656,22,8746,Opava,30000,625,48,C
3345,40,8624,Cheb,30000,625,48,C
5787,56,8705,Decin,30000,625,48,C
2196,50,8541,Trutnov,30000,500,60,C
1103,47,9622,Praha - zapad,30000,2500,12,C
1892,52,9538,Pardubice,30000,1250,24,C
4381,63,8441,Prostejov,30000,500,60,C
5150,42,12541,Praha,30000,1250,24,A
4939,53,9622,Praha - zapad,30000,500,60,C
3009,36,9538,Pardubice,30000,833,36,C
3272,31,8843,Rokycany,30000,1250,24,C
4231,54,10177,Karvina,30000,500,60,D
593,26,8991,Karlovy Vary,30000,833,36,C
2645,54,8369,Sumperk,30000,625,48,C
5646,22,8363,Usti nad Orlici,30000,500,60,C
1167,24,8930,Tachov,30000,833,36,A
343,32,12541,Praha,30000,1250,24,A
5281,58,10673,Ostrava - mesto,30000,833,36,B
2282,50,8544,Uherske Hradiste,30000,500,60,C
664,59,8369,Nachod,30000,625,48,A
4978,49,8757,Jihlava,30000,500,60,C
32,44,10177,Karvina,30000,625,48,C
2548,20,9897,Brno,30000,2500,12,C
4838,29,8403,Znojmo,30000,625,48,D
5054,48,8363,Usti nad Orlici,30000,1250,24,A
2869,51,8363,Usti nad Orlici,30000,500,60,C
4774,38,8110,Bruntal,30000,1250,24,A
2031,45,8594,Plzen - sever,30000,500,60,C
1233,36,9893,Frydek - Mistek,30000,2500,12,A
4019,53,8561,Plzen - jih,30000,500,60,C
1481,24,12541,Praha,30000,2500,12,A
3970,43,8444,Kromeriz,30000,1250,24,C
5146,54,8754,Pribram,30000,2500,12,A
138,42,8187,Svitavy,30000,1250,24,C
2517,59,10673,Ostrava - mesto,30000,833,36,A
4958,49,10446,Most,30000,500,60,C
1174,38,9060,Rychnov nad Kneznou,30000,1250,24,A
4091,32,8814,Trebic,30000,2500,12,A
3538,30,8930,Tachov,30000,1250,24,A
3727,40,8594,Plzen - sever,30000,833,36,C
4243,54,8546,Kutna Hora,30000,625,48,C
1047,43,8110,Bruntal,30000,625,48,D
3191,55,8743,Brno - venkov,30000,2500,12,A
3305,37,8965,Louny,30000,833,36,C
5608,61,8388,Havlickuv Brod,30000,2500,12,A
3888,32,9065,Litomerice,30000,1250,24,A
3779,51,9624,Zlin,30000,625,48,C
2914,47,9060,Rychnov nad Kneznou,30000,2500,12,C
773,51,9198,Liberec,30000,1250,24,C
6115,32,9198,Liberec,30000,2500,12,C
3894,63,8187,Svitavy,30000,2500,12,D
1747,36,9920,Melnik,30000,2500,12,C
2131,60,9538,Pardubice,30000,625,48,C
3661,36,8544,Uherske Hradiste,30000,833,36,C
5678,28,8208,Semily,30000,2500,12,A
3085,26,8991,Karlovy Vary,30000,500,60,C
1159,27,8444,Kromeriz,30000,500,60,C
1998,20,8507,Benesov,30000,833,36,C
5550,42,9753,Kladno,30000,500,60,C
4204,30,9065,Litomerice,30000,500,60,C
4599,58,10673,Ostrava - mesto,30000,833,36,B
1794,33,9897,Brno,30000,500,60,C
3910,63,10177,Karvina,30000,2500,12,A
3759,56,8561,Plzen - jih,30000,625,48,C
4274,23,8965,Louny,30000,625,48,C
3193,33,8899,Nymburk,30000,625,48,C
5293,39,8544,Uherske Hradiste,30000,1250,24,C
387,24,8427,Jindrichuv Hradec,30000,833,36,B
5898,34,8441,Prostejov,30000,833,36,C
1407,40,9307,Kolin,30000,500,60,C
1177,35,8547,Strakonice,30000,500,60,C
4389,32,8546,Kutna Hora,30000,500,60,C
3410,38,8110,Bruntal,30000,1250,24,A
2431,34,8965,Louny,30000,833,36,A
1811,32,10673,Ostrava - mesto,30000,1250,24,A
1726,37,9897,Brno,30000,1250,24,C
2351,44,8598,Rakovnik,30000,2500,12,A
1311,59,8754,Pribram,30000,1250,24,C
3663,31,10045,Ceske Budejovice,30000,500,60,C
4766,52,8705,Decin,30000,1250,24,C
3931,53,8288,Vyskov,30000,500,60,C
223,40,9065,Litomerice,30000,1250,24,C
2481,26,8427,Jindrichuv Hradec,30000,625,48,C
2827,34,12541,Praha,30000,833,36,C
3030,60,9307,Kolin,30000,833,36,C
3993,29,9897,Brno,30000,833,36,A
3463,25,10177,Karvina,30000,833,36,C
1129,32,10673,Ostrava - mesto,30000,1250,24,A
545,28,9622,Praha - zapad,30000,625,48,C
3750,61,10045,Ceske Budejovice,30000,625,48,C
4686,22,9624,Zlin,30000,833,36,C
4848,60,9675,Chomutov,30000,1250,24,C
5362,32,9104,Tabor,30000,2500,12,A
1544,35,12541,Praha,30000,2500,12,A
5346,56,10673,Ostrava - mesto,30000,1250,24,A
4340,44,8746,Opava,30000,2500,12,A
2880,64,12541,Praha,30000,625,48,C
3832,55,12541,Praha,30000,1250,24,A
5029,32,8114,Pelhrimov,30000,833,36,C
845,48,8720,Hodonin,30000,625,48,C
2993,34,8980,Beroun,30000,1250,24,D
1043,63,12541,Praha,30000,833,36,B
4597,65,12541,Praha,30000,500,60,C
6077,32,12541,Praha,30000,625,48,C
2698,46,12541,Praha,30000,833,36,A
4240,45,8403,Znojmo,30000,625,48,C
1472,63,9307,Kolin,30000,500,60,C
1271,36,8561,Plzen - jih,30000,500,60,C
4247,36,12541,Praha,30000,1250,24,C
2302,38,8390,Jicin,30000,500,60,C
696,56,10177,Karvina,30000,2500,12,C
1813,42,8624,Cheb,30000,625,48,A
4965,43,10673,Ostrava - mesto,30000,2500,12,A
5479,29,8388,Havlickuv Brod,30000,833,36,D
4513,47,9622,Praha - zapad,30000,2500,12,C
437,50,12541,Praha,30000,1250,24,A
1831,58,9198,Liberec,30000,833,36,C
85,60,9538,Pardubice,30000,625,48,C
5286,54,8512,Zdar nad Sazavou,30000,2500,12,A
3128,31,8980,Beroun,30000,1250,24,C
3732,26,8512,Zdar nad Sazavou,30000,500,60,C
5442,37,8444,Kromeriz,30000,833,36,A
4406,31,9045,Cesky Krumlov,30000,625,48,C
3154,61,9624,Zlin,30000,1250,24,A
2280,62,8187,Svitavy,30000,1250,24,D
2686,44,8678,Novy Jicin,30000,625,48,C
1803,57,9893,Frydek - Mistek,30000,625,48,C
1775,52,8743,Brno - venkov,30000,833,36,A
3721,27,9753,Kladno,30000,1250,24,D
3939,35,12541,Praha,30000,2500,12,A
2981,31,10045,Ceske Budejovice,30000,500,60,C
1602,33,8757,Jihlava,30000,500,60,C
405,57,8541,Trutnov,30000,625,48,C
1990,45,8994,Olomouc,30000,2500,12,C
2992,25,12541,Praha,30000,1250,24,C
5801,60,9307,Kolin,30000,833,36,C
4507,29,9920,Melnik,30000,1250,24,C
2628,61,9897,Brno,30000,500,60,C
6126,24,12541,Praha,30000,500,60,D
2304,25,8187,Svitavy,30000,625,48,C
5231,46,9675,Chomutov,30000,833,36,A
4619,29,8994,Olomouc,30000,625,48,C
2598,20,9272,Ceska Lipa,30000,2500,12,A
894,36,9624,Zlin,30000,625,48,C
937,32,8114,Pelhrimov,30000,833,36,C
3010,22,8110,Bruntal,30000,625,48,D
3943,43,10124,Praha - vychod,30000,625,48,A
4972,36,8288,Vyskov,30000,833,36,C
5653,29,8441,Prostejov,30000,500,60,C
2772,52,8402,Prachatice,30000,2500,12,A
2457,52,8743,Brno - venkov,30000,833,36,A
3790,24,8814,Trebic,30000,2500,12,A
2505,31,8561,Plzen - jih,30000,833,36,C
4758,30,8427,Jindrichuv Hradec,30000,2500,12,A
529,35,12541,Praha,30000,2500,12,A
2277,32,9622,Praha - zapad,30000,1250,24,B
3739,43,9045,Cesky Krumlov,30000,500,60,C
4525,25,8994,Olomouc,30000,625,48,C
5613,23,9897,Brno,30000,833,36,C
3237,38,8369,Nachod,30000,500,60,C
676,29,9307,Kolin,30000,833,36,C
5420,24,8369,Sumperk,30000,500,60,C
157,22,8746,Opava,30000,625,48,C
2884,38,8363,Usti nad Orlici,30000,2500,12,A
5239,33,8899,Nymburk,30000,625,48,C
3705,20,9897,Brno,30000,2500,12,A
3837,44,8930,Tachov,30000,625,48,A
239,27,8909,Vsetin,30000,2500,12,C
1824,40,10177,Karvina,30000,2500,12,A
5185,52,8743,Brno - venkov,30000,833,36,A
1547,64,10045,Ceske Budejovice,30000,500,60,C
165,53,9622,Praha - zapad,30000,500,60,C
2863,29,12541,Praha,30000,833,36,C
4095,38,9893,Frydek - Mistek,30000,2500,12,A
2694,59,8427,Jindrichuv Hradec,30000,625,48,C
2495,42,8624,Cheb,30000,625,48,A
1890,48,12541,Praha,30000,625,48,C
5701,59,8427,Jindrichuv Hradec,30000,625,48,C
3278,21,8720,Hodonin,30000,2500,12,A
5180,21,8173,Jesenik,30000,500,60,C
5511,61,8512,Zdar nad Sazavou,30000,2500,12,A
3983,30,8403,Znojmo,30000,625,48,C
1642,21,10787,Plzen,30000,625,48,C
2660,47,10045,Ceske Budejovice,30000,625,48,C
6032,43,10124,Praha - vychod,30000,625,48,A
1115,25,8994,Olomouc,30000,625,48,C
1484,36,8388,Havlickuv Brod,30000,2500,12,C
2371,29,8994,Olomouc,30000,833,36,C
2058,61,8512,Zdar nad Sazavou,30000,2500,12,A
1912,39,9622,Praha - zapad,30000,2500,12,A
2828,21,12541,Praha,30000,1250,24,C
1384,26,9538,Pardubice,30000,500,60,C
3172,53,8598,Rakovnik,30000,2500,12,C
4536,53,8598,Rakovnik,30000,2500,12,C
2266,58,12541,Praha,30000,833,36,C
3303,48,10177,Karvina,30000,1250,24,D
4166,60,9675,Chomutov,30000,1250,24,C
1092,43,8369,Nachod,30000,2500,12,A
418,45,8208,Semily,30000,500,60,C
72,33,8240,Blansko,30000,625,48,C
2949,51,8254,Chrudim,30000,1250,24,C
81,32,8173,Jesenik,30000,1250,24,C
1729,43,8110,Bruntal,30000,625,48,D
299,60,12541,Praha,30000,625,48,A
52,34,8546,Kutna Hora,30000,500,60,C
1540,53,8388,Havlickuv Brod,30000,625,48,C
2230,49,10446,Most,30000,500,60,C
4327,27,12541,Praha,30000,833,36,C
2609,21,9920,Melnik,30000,625,48,C
4957,64,10045,Ceske Budejovice,30000,500,60,C
6150,42,9272,Ceska Lipa,30000,625,48,C
4587,35,8547,Strakonice,30000,500,60,C
1809,50,8402,Prachatice,30000,1250,24,C
6096,57,8114,Pelhrimov,30000,2500,12,A
2637,39,12541,Praha,30000,2500,12,A
4991,51,9920,Melnik,30000,2500,12,A
887,23,8187,Svitavy,30000,1250,24,C
4360,20,9753,Kladno,30000,500,60,C
3905,35,8547,Strakonice,30000,500,60,C
2220,53,8512,Zdar nad Sazavou,30000,2500,12,C
3404,29,9307,Kolin,30000,833,36,C
4557,33,8899,Nymburk,30000,625,48,C
3952,53,8994,Olomouc,30000,2500,12,B
3823,59,8678,Novy Jicin,30000,1250,24,C
97,60,10045,Ceske Budejovice,30000,833,36,A
5523,53,12541,Praha,30000,1250,24,B
5103,43,9045,Cesky Krumlov,30000,500,60,C
4907,50,8991,Karlovy Vary,30000,1250,24,C
2618,56,10673,Ostrava - mesto,30000,1250,24,A
3046,47,9753,Kladno,30000,500,60,C
5368,22,9624,Zlin,30000,833,36,C
2810,31,8173,Jesenik,30000,625,48,D
1382,27,10045,Ceske Budejovice,30000,625,48,C
3829,52,8114,Pelhrimov,30000,500,60,C
2574,52,9538,Pardubice,30000,1250,24,C
1018,20,9307,Kolin,30000,500,60,C
1045,42,10673,Ostrava - mesto,30000,1250,24,A
4846,33,8240,Blansko,30000,625,48,C
3485,54,8402,Prachatice,30000,1250,24,C
3657,49,8114,Pelhrimov,30000,1250,24,A
729,29,8746,Opava,30000,500,60,C
4402,24,9624,Zlin,30000,500,60,C
5859,27,8843,Rokycany,30000,833,36,C
3080,30,9538,Pardubice,30000,1250,24,A
3532,58,8930,Tachov,30000,2500,12,A
2508,36,8541,Trutnov,30000,2500,12,A
2318,50,8746,Opava,30000,833,36,C
4855,32,8173,Jesenik,30000,1250,24,C
2756,43,8843,Rokycany,30000,625,48,C
2437,50,8427,Jindrichuv Hradec,30000,833,36,C
4578,20,8598,Rakovnik,30000,1250,24,A
5000,40,12541,Praha,30000,2500,12,C
720,30,10446,Most,30000,625,48,C
3968,60,10177,Karvina,30000,2500,12,A
1284,27,12541,Praha,30000,833,36,A
2498,52,8965,Louny,30000,625,48,C
2803,54,8402,Prachatice,30000,1250,24,C
5062,56,8705,Decin,30000,625,48,C
4704,42,9897,Brno,30000,1250,24,B
3266,31,9624,Zlin,30000,625,48,C
5295,53,8288,Vyskov,30000,500,60,C
3279,36,9893,Frydek - Mistek,30000,2500,12,A
5005,32,9622,Praha - zapad,30000,1250,24,B
3125,56,12541,Praha,30000,2500,12,A
4940,48,12541,Praha,30000,500,60,C
3710,52,8757,Jihlava,30000,625,48,C
3220,38,9060,Rychnov nad Kneznou,30000,1250,24,A
3667,28,8991,Karlovy Vary,30000,1250,24,A
4088,21,9920,Melnik,30000,1250,24,C
3092,58,9675,Chomutov,30000,625,48,C
1378,56,10177,Karvina,30000,2500,12,C
4208,63,10673,Ostrava - mesto,30000,833,36,C
1964,45,12541,Praha,30000,2500,12,A
5198,38,9893,Frydek - Mistek,30000,2500,12,A
2268,39,8363,Usti nad Orlici,30000,500,60,C
4967,36,12541,Praha,30000,833,36,C
4117,63,8994,Olomouc,30000,2500,12,C
2278,40,9897,Brno,30000,625,48,C
3468,21,8390,Jicin,30000,833,36,C
1390,39,9893,Frydek - Mistek,30000,500,60,C
1395,34,8598,Rakovnik,30000,500,60,C
802,36,8388,Havlickuv Brod,30000,2500,12,C
407,53,8743,Brno - venkov,30000,833,36,D
3116,33,12541,Praha,30000,500,60,C
3889,35,8390,Jicin,30000,833,36,A
5749,39,12541,Praha,30000,2500,12,A
2313,49,8909,Vsetin,30000,1250,24,C
1837,55,8991,Karlovy Vary,30000,2500,12,B
2918,46,12541,Praha,30000,833,36,C
3290,28,8369,Sumperk,30000,2500,12,A
2872,44,8594,Plzen - sever,30000,833,36,A
4649,56,12541,Praha,30000,833,36,A
4508,33,8909,Vsetin,30000,2500,12,C
4926,64,12541,Praha,30000,625,48,C
3942,47,8757,Jihlava,30000,500,60,C
3637,62,9897,Brno,30000,833,36,D
3041,30,8254,Chrudim,30000,1250,24,A
2831,30,12541,Praha,30000,1250,24,C
5249,42,9897,Brno,30000,500,60,C
4322,62,8363,Usti nad Orlici,30000,625,48,C
4790,60,8772,Breclav,30000,625,48,A
2421,22,10177,Karvina,30000,2500,12,A
3833,61,9104,Tabor,30000,2500,12,B
4776,61,9104,Tabor,30000,2500,12,B
2039,27,9045,Cesky Krumlov,30000,2500,12,A
6044,28,9622,Praha - zapad,30000,625,48,C
1044,37,9897,Brno,30000,1250,24,C
3746,20,9307,Kolin,30000,500,60,C
1084,40,9832,Usti nad Labem,30000,1250,24,A
1468,52,10177,Karvina,30000,1250,24,C
4293,65,9675,Chomutov,30000,2500,12,A
4737,56,8819,Prerov,30000,2500,12,A
4962,61,8843,Rokycany,30000,500,60,D
5426,46,12541,Praha,30000,833,36,A
3934,41,9317,Teplice,30000,625,48,C
3691,36,9538,Pardubice,30000,833,36,C
1593,22,9198,Liberec,30000,833,36,C
4368,40,8369,Nachod,30000,625,48,C
5469,41,10446,Most,30000,833,36,B
5505,56,8427,Jindrichuv Hradec,30000,1250,24,A
3295,39,12541,Praha,30000,833,36,C
4419,47,12541,Praha,30000,625,48,A
5610,25,9624,Zlin,30000,500,60,D
632,44,9832,Usti nad Labem,30000,1250,24,A
1102,60,10177,Karvina,30000,500,60,C
4687,36,11277,Mlada Boleslav,30000,833,36,C
5080,64,12541,Praha,30000,625,48,D
4249,22,8746,Opava,30000,625,48,C
2879,54,8546,Kutna Hora,30000,625,48,C
5121,37,8390,Jicin,30000,500,60,C
3209,31,10787,Plzen,30000,1250,24,A
454,49,8705,Decin,30000,1250,24,A
2972,58,8965,Louny,30000,500,60,C
2463,57,9307,Kolin,30000,1250,24,A
394,21,8965,Louny,30000,500,60,C
5889,42,8814,Trebic,30000,1250,24,C
1575,32,12541,Praha,30000,500,60,D
5836,37,10124,Praha - vychod,30000,1250,24,A
5736,41,8512,Zdar nad Sazavou,30000,1250,24,A
5576,55,9832,Usti nad Labem,30000,833,36,C
3314,28,9624,Zlin,30000,2500,12,A
2904,53,8388,Havlickuv Brod,30000,625,48,C
2054,33,8254,Chrudim,30000,833,36,D
3354,45,8994,Olomouc,30000,2500,12,C
752,61,8772,Breclav,30000,833,36,C
3001,41,8507,Benesov,30000,1250,24,A
2873,46,8705,Decin,30000,2500,12,C
2053,59,10673,Ostrava - mesto,30000,2500,12,A
1615,36,8544,Uherske Hradiste,30000,833,36,C
3380,46,12541,Praha,30000,833,36,A
527,29,8994,Olomouc,30000,625,48,C
5311,63,8968,Pisek,30000,833,36,C
2595,48,10673,Ostrava - mesto,30000,500,60,C
5841,30,10673,Ostrava - mesto,30000,625,48,C
4388,47,8598,Rakovnik,30000,1250,24,B
6038,60,8772,Breclav,30000,500,60,C
2124,49,8544,Uherske Hradiste,30000,500,60,C
214,43,12541,Praha,30000,2500,12,A
4816,39,9317,Teplice,30000,1250,24,A
3231,48,9538,Pardubice,30000,625,48,C
3916,52,9893,Frydek - Mistek,30000,1250,24,A
5548,60,10177,Karvina,30000,500,60,C
749,54,8965,Louny,30000,833,36,A
724,39,9317,Teplice,30000,1250,24,A
1496,51,12541,Praha,30000,500,60,C
3060,38,9045,Cesky Krumlov,30000,2500,12,A
1712,36,9045,Cesky Krumlov,30000,625,48,B
4744,46,12541,Praha,30000,833,36,A
3777,63,9307,Kolin,30000,1250,24,C
2646,45,12541,Praha,30000,2500,12,A
59,44,9897,Brno,30000,625,48,C
2123,55,9832,Usti nad Labem,30000,833,36,C
210,46,8965,Louny,30000,2500,12,A
5982,24,12541,Praha,30000,2500,12,A
2065,61,9045,Cesky Krumlov,30000,1250,24,C
1415,42,9753,Kladno,30000,500,60,C
1939,48,10177,Karvina,30000,1250,24,D
1789,60,8402,Prachatice,30000,625,48,C
3775,43,8110,Bruntal,30000,625,48,D
2380,21,8720,Hodonin,30000,2500,12,A
186,47,9060,Rychnov nad Kneznou,30000,2500,12,C
4563,59,10673,Ostrava - mesto,30000,833,36,A
615,21,9893,Frydek - Mistek,30000,500,60,A
3848,30,8544,Uherske Hradiste,30000,625,48,C
1916,20,9272,Ceska Lipa,30000,2500,12,A
410,43,8369,Nachod,30000,2500,12,A
693,55,9317,Teplice,30000,2500,12,A
1166,63,8187,Svitavy,30000,2500,12,D
1305,61,8441,Prostejov,30000,833,36,C
1306,47,8512,Zdar nad Sazavou,30000,1250,24,A
4712,51,8620,Domazlice,30000,833,36,D
2456,43,8369,Nachod,30000,2500,12,A
3223,35,8547,Strakonice,30000,500,60,C
4451,23,8546,Kutna Hora,30000,625,48,D
4488,24,8544,Uherske Hradiste,30000,2500,12,A
464,33,9897,Brno,30000,500,60,D
3664,65,8746,Opava,30000,1250,24,B
5544,23,8994,Olomouc,30000,1250,24,A
2108,49,10673,Ostrava - mesto,30000,1250,24,C
687,60,8402,Prachatice,30000,625,48,C
26,39,9893,Frydek - Mistek,30000,500,60,C
898,24,9065,Litomerice,30000,1250,24,A
1310,42,10177,Karvina,30000,625,48,C
3189,50,8173,Jesenik,30000,1250,24,A
2836,63,9307,Kolin,30000,500,60,C
5265,21,12541,Praha,30000,625,48,C
5510,55,9317,Teplice,30000,2500,12,A
372,54,8754,Pribram,30000,2500,12,A
1866,20,9897,Brno,30000,2500,12,C
3484,60,9675,Chomutov,30000,1250,24,C
2564,56,12541,Praha,30000,500,60,C
1100,45,8208,Semily,30000,500,60,C
3133,57,8541,Trutnov,30000,625,48,C
4230,42,8187,Svitavy,30000,1250,24,C
2445,34,8441,Prostejov,30000,833,36,C
2036,20,8754,Pribram,30000,500,60,C
3596,47,9060,Rychnov nad Kneznou,30000,2500,12,C
2281,27,12541,Praha,30000,833,36,C
2699,49,8554,Klatovy,30000,500,60,C
2819,51,9198,Liberec,30000,1250,24,C
5427,49,8554,Klatovy,30000,500,60,C
567,39,12541,Praha,30000,833,36,C
4721,59,8754,Pribram,30000,1250,24,C
2013,44,8187,Svitavy,30000,500,60,D
435,26,8427,Jindrichuv Hradec,30000,625,48,C
1250,49,8444,Kromeriz,30000,2500,12,A
282,22,8110,Bruntal,30000,625,48,D
1767,34,9198,Liberec,30000,625,48,C
2444,21,9425,Hradec Kralove,30000,833,36,C
2352,64,12541,Praha,30000,625,48,D
4600,29,9624,Zlin,30000,1250,24,A
2427,54,9753,Kladno,30000,2500,12,B
1946,61,9897,Brno,30000,500,60,C
1636,50,8746,Opava,30000,833,36,C
2258,36,9624,Zlin,30000,625,48,C
1247,52,9104,Tabor,30000,2500,12,A
2002,38,12541,Praha,30000,1250,24,C
1060,49,9675,Chomutov,30000,833,36,C
3269,64,8390,Jicin,30000,500,60,A
4830,64,8363,Usti nad Orlici,30000,500,60,C
1082,31,8980,Beroun,30000,1250,24,C
5891,35,8867,Jablonec n. Nisou,30000,625,48,C
762,38,8187,Svitavy,30000,625,48,C
3011,21,9307,Kolin,30000,2500,12,A
4644,20,9272,Ceska Lipa,30000,2500,12,A
1514,50,8541,Trutnov,30000,500,60,C
414,46,12541,Praha,30000,500,60,C
5248,50,8746,Opava,30000,500,60,D
2939,32,12541,Praha,30000,500,60,D
2867,54,10177,Karvina,30000,500,60,D
2847,47,8363,Usti nad Orlici,30000,833,36,C
2080,60,8561,Plzen - jih,30000,2500,12,A
2732,48,8547,Strakonice,30000,500,60,D
2094,65,8994,Olomouc,30000,625,48,C
3858,51,8363,Usti nad Orlici,30000,2500,12,A
6158,22,8288,Vyskov,30000,500,60,A
3689,32,9045,Cesky Krumlov,30000,2500,12,A
4654,28,8369,Sumperk,30000,2500,12,A
4335,52,10673,Ostrava - mesto,30000,1250,24,C
2515,33,9538,Pardubice,30000,1250,24,C
5467,41,10446,Most,30000,833,36,B
3102,42,8930,Tachov,30000,1250,24,B
5965,30,10124,Praha - vychod,30000,1250,24,C
3610,20,8757,Jihlava,30000,1250,24,C
1073,50,8427,Jindrichuv Hradec,30000,833,36,C
1692,58,9425,Hradec Kralove,30000,625,48,C
5820,47,9538,Pardubice,30000,833,36,C
3607,55,8754,Pribram,30000,2500,12,C
3442,44,10177,Karvina,30000,625,48,C
30,40,11277,Mlada Boleslav,30000,1250,24,D
3393,37,9065,Litomerice,30000,625,48,C
3951,64,8390,Jicin,30000,500,60,A
354,62,12541,Praha,30000,1250,24,A
5914,29,9920,Melnik,30000,1250,24,C
2370,22,9307,Kolin,30000,1250,24,B
698,60,8772,Breclav,30000,625,48,A
4475,36,9920,Melnik,30000,2500,12,C
2627,61,11277,Mlada Boleslav,30000,500,60,C
2807,25,8930,Tachov,30000,833,36,B
3681,45,11277,Mlada Boleslav,30000,1250,24,C
512,54,8512,Zdar nad Sazavou,30000,2500,12,A
839,22,8746,Opava,30000,625,48,C
169,61,10124,Praha - vychod,30000,500,60,C
2572,48,12541,Praha,30000,625,48,C
5628,55,9675,Chomutov,30000,625,48,C
403,34,9198,Liberec,30000,625,48,C
1750,22,12541,Praha,30000,500,60,C
2397,43,8720,Hodonin,30000,625,48,A
4732,44,8678,Novy Jicin,30000,625,48,C
1951,61,9538,Pardubice,30000,1250,24,A
4195,30,12541,Praha,30000,1250,24,C
2484,30,8544,Uherske Hradiste,30000,625,48,C
856,53,8512,Zdar nad Sazavou,30000,2500,12,C
46,46,12541,Praha,30000,625,48,C
5186,61,8754,Pribram,30000,833,36,C
5751,29,8441,Prostejov,30000,833,36,A
4452,27,8843,Rokycany,30000,833,36,C
5283,38,8369,Nachod,30000,500,60,C
2214,51,10673,Ostrava - mesto,30000,500,60,C
181,55,8444,Kromeriz,30000,833,36,D
4394,60,9307,Kolin,30000,833,36,C
2353,51,8743,Brno - venkov,30000,2500,12,A
2356,24,9624,Zlin,30000,500,60,C
3531,20,12541,Praha,30000,833,36,C
764,31,8173,Jesenik,30000,625,48,D
5760,36,8720,Hodonin,30000,833,36,A
3785,22,10177,Karvina,30000,2500,12,A
3957,59,9065,Litomerice,30000,625,48,C
3540,42,8746,Opava,30000,833,36,D
743,32,9622,Praha - zapad,30000,625,48,A
1665,57,9893,Frydek - Mistek,30000,2500,12,C
594,22,9624,Zlin,30000,833,36,C
4096,48,8547,Strakonice,30000,500,60,D
5068,37,8240,Blansko,30000,1250,24,A
543,39,8173,Jesenik,30000,1250,24,C
5872,34,9060,Rychnov nad Kneznou,30000,500,60,C
616,32,9198,Liberec,30000,2500,12,C
2714,37,8444,Kromeriz,30000,833,36,A
805,44,8541,Trutnov,30000,1250,24,C
3088,27,8843,Rokycany,30000,833,36,C
4571,35,8390,Jicin,30000,833,36,A
2908,35,12541,Praha,30000,2500,12,A
703,27,8388,Havlickuv Brod,30000,625,48,C
834,64,12541,Praha,30000,625,48,C
2199,27,9624,Zlin,30000,625,48,C
5720,51,8254,Chrudim,30000,1250,24,C
1336,30,8598,Rakovnik,30000,833,36,A
2497,55,8402,Prachatice,30000,1250,24,A
1454,47,8930,Tachov,30000,833,36,C
5605,37,12541,Praha,30000,833,36,A
1880,28,9624,Zlin,30000,625,48,C
4700,34,8965,Louny,30000,1250,24,C
2550,55,10045,Ceske Budejovice,30000,833,36,C
4794,26,9538,Pardubice,30000,500,60,C
2938,46,8965,Louny,30000,2500,12,A
5279,65,12541,Praha,30000,500,60,C
1981,40,8624,Cheb,30000,625,48,C
373,34,9060,Rychnov nad Kneznou,30000,500,60,C
4769,25,8187,Svitavy,30000,500,60,C
4607,21,12541,Praha,30000,625,48,C
3391,23,8444,Kromeriz,30000,500,60,C
91,51,9198,Liberec,30000,1250,24,C
2373,47,12541,Praha,30000,625,48,A
153,27,9624,Zlin,30000,625,48,C
5792,42,12541,Praha,30000,833,36,C
5617,26,10177,Karvina,30000,2500,12,A
3700,27,9897,Brno,30000,625,48,C
5344,29,12541,Praha,30000,833,36,C
2126,38,8187,Svitavy,30000,625,48,C
5849,38,8187,Svitavy,30000,1250,24,A
4604,54,8512,Zdar nad Sazavou,30000,2500,12,A
2316,43,10177,Karvina,30000,625,48,C
1000,47,9753,Kladno,30000,500,60,C
3839,42,8288,Vyskov,30000,833,36,A
4196,52,10177,Karvina,30000,1250,24,C
5968,33,9538,Pardubice,30000,1250,24,C
1403,49,9897,Brno,30000,625,48,B
2653,37,10177,Karvina,30000,625,48,C
2887,64,8507,Benesov,30000,833,36,C
6082,29,9897,Brno,30000,833,36,A
1452,60,8594,Plzen - sever,30000,833,36,A
5041,49,8909,Vsetin,30000,1250,24,C
5070,47,8598,Rakovnik,30000,1250,24,B
